AMC Name,AMC Launch Date,Mutual Fund Name,AUM,Type,Scheme Launch Date,Expense Ratio,Investment Type,NAV,Minimum Investment,Minimum SIP Amount,Total Return,1m_return,1y_return,2y_return,3y_return,4y_return,5y_return,10y_return,Exit Load Per,Exit Load Days
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme Direct Growth,9.8534,Other,2013-01-01,0.27,FoF Overseas/Domestic,34.0358,100,1000,115.011632,0.5938965886,6.8764513828,9.649111495112,16.107998866619,29.034877059597,40.059134559949,107.93812857274,0.25,15
KOTAK_MAHINDRA,1994-08-05,Kotak Banking and PSU Debt Fund Direct Growth,6329.3731,Debt,2013-01-01,0.37,Banking and PSU,58.4327,100,100,130.330641,0.6113936051,7.3455876268,11.031704213215,16.5971514752,30.660783879192,45.113789485722,122.96382596738,0.0,0
SBI,1987-06-29,SBI Magnum Gilt Fund Direct Growth,6893.0719,Debt,2013-01-02,0.46,Gilt,59.5537,5000,500,157.301438,0.3691172464,9.2484395878,12.520690292246,16.617136470831,31.397417213002,52.066639999796,143.52067565638,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Savings Direct Growth,14500.618055,Debt,2013-01-01,0.34,Ultra Short Duration,482.4296,1000,1000,119.776905,0.6396594276,6.9302063273,11.231326700351,16.561319654592,26.092203407574,37.343758997594,110.54104273787,0.0,0
Baroda,1994-11-24,Baroda BNP Paribas Short Duration Direct Fund Growth,228.6716,Debt,2013-01-09,0.38,Short Duration,27.1409,5000,500,125.758975,0.6188770478,7.4963950116,10.540745327445,16.645889574771,28.642608588468,39.601082438161,116.29693988984,0.0,0
HDFC,1999-12-10,HDFC Banking and PSU Debt Fund Direct Growth,6342.3678,Debt,2014-03-26,0.39,Banking and PSU,20.5754,100,100,105.665,0.6464589124,7.1060306218,10.385044762661,16.65031280309,30.835146379632,43.929373727194,0.0,0.0,0
Axis,2009-09-04,Axis Arbitrage Fund Direct Growth,2307.864899,Hybrid,2014-08-14,0.31,Arbitrage,17.5281,500,100,75.051,0.6468268114,6.7605479185,11.552873402072,16.285141095817,23.125347288163,31.9526314996,0.0,0.25,15
KOTAK_MAHINDRA,1994-08-05,Kotak Corporate Bond Fund Direct Growth,10287.0138,Debt,2013-01-11,0.33,Corporate Bond,3367.1895,100,100,125.218625,0.6572210987,7.0781086878,10.67248490641,16.526181680023,29.247613860772,41.459352785941,117.58622107182,0.0,0
Tata,1995-06-30,Tata Money Market Fund Direct Growth,12126.24995385,Debt,2013-01-01,0.17,Money Market,4155.3919,5000,500,95.656648,0.6313043267,7.240364422,11.548579053405,16.492996490968,25.365624183122,26.410024043684,86.902365638967,0.0,0
DHFL_PRAMERICA,2010-05-13,PGIM India Low Duration Fund Direct Plan Growth,91.7818,Debt,2013-01-01,0.36,Low Duration,27.6656,5000,1000,80.371446,0.5952662679,6.9226393409,10.987836817327,16.698343512159,22.032356227668,10.745835537812,72.695226070977,0.0,0
DHFL_PRAMERICA,2010-05-13,PGIM India Global Equity Opportunities Fund Direct Growth,1509.0296,Other,2013-01-01,1.43,FoF Overseas/Domestic,35.5,5000,1000,143.844049,3.4532791642,24.8686514886,-13.554801163919,18.242122719734,73.90243902439,100.39347948285,136.87707641196,0.5,90
SBI,1987-06-29,SBI Arbitrage Opportunities Fund Direct Growth,11230.529,Hybrid,2013-01-10,0.4,Arbitrage,31.0493,5000,500,97.567688,0.6275390346,7.2362938502,11.866130882384,16.212367626228,22.080856591741,30.676723411427,88.632949119552,0.25,30
HDFC,1999-12-10,HDFC Corporate Bond Fund Direct Plan Growth,26611.7465,Debt,2013-01-01,0.32,Corporate Bond,28.4467,100,100,128.339652,0.7134810364,7.6252129472,10.536015614672,16.4758806611,31.042143933771,44.890220781603,122.57784180322,0.0,0
HSBC,2002-05-27,HSBC Low Duration Fund Direct Growth,453.24376513,Debt,2013-01-01,0.25,Low Duration,25.8135,5000,1000,115.208478,0.6778005665,6.9535805441,10.876392892483,16.358661543532,27.661998622869,34.586360146853,106.22079252289,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Arbitrage Fund Direct Growth,4243.97893013,Hybrid,2013-01-01,0.21,Arbitrage,24.6814,1000,1000,100.608987,0.6811449118,6.9239648334,11.153615395372,16.173655574309,22.829440941153,31.575097051866,89.455473711728,0.25,30
Axis,2009-09-04,Axis Treasury Advantage Direct Fund Growth,5351.426599,Debt,2013-01-01,0.29,Low Duration,2802.9157,5000,1000,119.037861,0.6350357667,7.0622793798,11.080156454903,16.339058477118,26.832742361044,38.345916827963,109.5324586911,0.0,0
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15,Baroda BNP Paribas Low Duration Fund Direct Growth,148.4143,Debt,2013-01-02,0.37,Low Duration,37.9617,5000,500,117.153218,0.6318242998,6.9919135184,10.736633617088,16.290349300233,27.362253006259,37.425770572155,107.84461015462,0.0,0
RELIANCE,1995-06-30,Nippon India Banking & PSU Debt Fund Direct Growth,5475.8161,Debt,2015-05-15,0.35,Banking and PSU,18.509,5000,100,84.989,0.5888878014,7.1604838149,10.377274056218,16.294815457442,31.316150007453,45.149748522915,0.0,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Dynamic Bond Fund Direct Growth,2554.477,Debt,2013-01-01,0.4,Dynamic Bond,34.5,100,100,143.228987,0.8038083119,7.7953289201,11.09492056446,16.350277423114,30.590615192649,48.492600586449,133.60320874423,0.0,0
IDFC,1999-12-20,Bandhan Arbitrage Fund Direct Growth,3357.1414,Hybrid,2012-12-31,0.73,Arbitrage,30.2931,100,100,99.204242,0.6433275979,7.0362412972,11.171483820685,16.026873242246,22.308641226313,31.461411722767,90.742971760891,0.25,30
KOTAK_MAHINDRA,1994-08-05,Kotak Bond Short Term Fund Direct Growth,13212.4452,Debt,2013-01-01,0.36,Short Duration,49.066,100,100,126.501824,0.6494039436,7.2228743298,10.615388084607,16.278270433766,30.160958213485,43.400677633136,119.35900761106,0.0,0
Quantum,2005-09-19,Quantum Dynamic Bond Fund Direct Growth,87.9689,Debt,2015-05-19,0.61,Dynamic Bond,18.4793,500,500,84.814,0.6354582433,7.9533639412,11.41696206805,16.209639387556,27.909584186922,42.541802924662,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Equity Arbitrage Direct Growth,11221.37796972,Hybrid,2013-01-06,0.39,Arbitrage,31.7522,5000,1000,101.984076,0.6375632327,6.9426833216,11.1159777288,15.970304814496,22.51627484691,31.28718282045,91.378998189499,0.25,30
ESCORTS,1996-04-15,Quant Liquid Direct Fund Growth,1748.4042,Debt,2013-01-05,0.29,Liquid,37.0897,5000,1000,108.995079,0.5628823486,6.5230084245,10.987377581722,16.165335708774,23.337296314427,32.980018312059,98.76561762054,0.007,6
UTI,2002-11-14,UTI Arbitrage Fund Direct Growth,3149.4957,Hybrid,2013-01-01,0.34,Arbitrage,32.1713,5000,500,95.002518,0.6918116818,6.799730151,10.958426411537,15.958606057544,22.628946032884,31.456340067656,88.717027223827,0.25,21
Edelweiss,2008-04-30,BHARAT Bond FOF   April 2030 Direct   Growth,6667.5745,Other,2019-12-27,0.06,FoF Overseas/Domestic,12.8634,1000,500,28.44,0.5905110975,7.9101029196,11.211166141377,16.418613926001,0.0,0.0,0.0,0.1,30
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Banking & PSU Debt Fund Direct Growth,8380.98478904,Debt,2013-01-01,0.36,Banking and PSU,327.1977,1000,1000,137.709802,0.5783626813,6.9242805357,10.472768692319,16.112761836554,30.054106878393,43.711785516111,127.41723605293,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Money Manager Fund Direct Growth,15205.7215686,Debt,2012-12-31,0.21,Money Market,324.4896,1000,1000,112.336201,0.6218051257,7.1708808895,11.38637205699,16.129629868519,25.378498016497,36.374982799591,102.75711959238,0.0,0
MIRAE_ASSET,2019-04-26,Mirae Asset Arbitrage Fund Direct   Growth,325.28565972,Hybrid,2020-06-19,0.26,Arbitrage,11.657,5000,1000,16.34,0.6140275015,6.9006707709,11.022044088176,15.957340775441,0.0,0.0,0.0,0.25,30
HSBC,2002-05-27,HSBC Arbitrage Fund Direct Growth,1816.94463336,Hybrid,2014-06-30,0.27,Arbitrage,17.5814,5000,1000,75.599,0.6915415183,6.8055471078,10.788012618296,15.991148688816,22.942659105229,31.485585922875,0.0,0.5,30
RELIANCE,1995-06-30,Nippon India Money Market Fund Direct Growth,11752.3015,Debt,2012-12-31,0.24,Money Market,3638.9623,500,100,110.053901,0.6167731934,7.1210857316,11.446455814914,16.062622582909,24.644863531613,35.521590509739,100.60666653751,0.0,0
MAHINDRA,2016-02-04,Mahindra Manulife Low Duration Fund Direct   Growth,394.9463,Debt,2017-02-15,0.3,Low Duration,1513.7733,1000,500,51.18383,0.6644363647,7.0050809493,10.869895222609,16.034711290571,25.814536528565,36.840558448844,0.0,0.0,0
IDBI,2010-03-29,IDBI Ultra Short Term Fund Direct Growth,146.4242,Debt,2013-01-01,0.25,Ultra Short Duration,2552.1043,5000,500,107.974679,0.5466689561,6.5904640213,11.207070717857,16.049468410407,29.001563919719,33.027618799128,99.212253446596,0.0,0
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15,Baroda BNP Paribas Arbitrage Fund Direct   Growth,320.2139,Hybrid,2016-12-28,0.41,Arbitrage,14.641,5000,500,46.19,0.7158062983,6.7212719827,10.733222239054,15.729892336922,22.724983210208,31.619699288736,0.0,0.25,30
WHITEOAK_CAPITAL,2018-07-03,WhiteOak Capital Ultra Short Term Fund Direct   Growth,170.4302,Debt,2019-06-06,0.32,Ultra Short Duration,1229.9644,500,500,22.84423,0.5771195423,6.6216685022,11.036146516749,15.926009214686,21.563112822893,0.0,0.0,0.0,0
Axis,2009-09-04,Axis Money Market Fund Direct   Growth,6471.7937,Debt,2019-08-06,0.17,Money Market,1249.7243,5000,1000,24.81531,0.615720084,7.0961272338,11.318955328402,15.974482425145,0.0,0.0,0.0,0.0,0
SBI,1987-06-29,SBI Dynamic Bond Direct Plan Growth,3002.6547,Debt,2013-01-01,0.66,Dynamic Bond,33.2172,5000,500,131.365591,0.44860118,9.3497499038,12.412524763521,15.892456328681,30.423220239262,49.181666457297,122.10837096214,0.25,30
HDFC,1999-12-10,HDFC Arbitrage Fund Wholesale Direct Growth,5373.0988,Hybrid,2014-04-07,0.44,Arbitrage,17.425,100,100,74.01,0.6652782599,6.8857493857,10.862640163098,15.705831504754,21.64278224397,29.829142729239,0.0,0.25,30
UTI,2002-11-14,UTI Money Market Fund Direct Growth,9054.7716,Debt,2013-01-01,0.2,Money Market,2703.7412,500,500,109.842238,0.6202689978,7.1094048,11.336072974439,15.911338079351,24.441295109722,35.226788490815,100.54809295029,0.0,0
HDFC,1999-12-10,HDFC Money Market Fund Direct Plan Growth,16522.5954,Debt,2013-01-01,0.21,Money Market,5051.485,100,100,110.208793,0.6321454795,7.1121712782,11.296487236127,15.918740487016,25.292487295884,36.056864052977,100.90683022024,0.0,0
SBI,1987-06-29,SBI Savings Fund Direct Growth,19339.6788,Debt,2013-01-01,0.23,Money Market,38.5536,500,500,115.35768,0.6272705889,7.062909644,11.185553761872,15.847879136188,24.749292835688,35.544469753245,105.87338848101,0.1,3
HDFC,1999-12-10,HDFC Ultra Short Term Fund Direct   Growth,13709.0982,Debt,2018-09-25,0.34,Ultra Short Duration,13.4413,100,100,34.227,0.6116437175,6.8933113537,10.939656668677,15.836756532845,24.829811769957,0.0,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Bond Fund Direct Plan Growth,2674.77219328,Debt,2013-01-02,0.6,Medium to Long Duration,36.139,5000,1000,128.070584,0.610855893,8.4775371634,11.137683005823,16.091533826533,32.072876650359,46.12056265262,123.93143889253,0.0,0
LIC,1994-04-20,LIC MF Savings Fund Direct Growth,1103.0499,Debt,2013-01-02,0.27,Low Duration,37.1423,5000,1000,107.38718,0.5973524515,6.7064542108,10.484168771144,15.813510644939,26.194606582581,31.43105127978,99.466114680502,0.0,0
DSP,1996-12-16,DSP Arbitrage Fund Direct   Growth,1415.4299,Hybrid,2018-01-25,0.35,Arbitrage,13.53,100,100,35.1,0.6781429317,7.0099009901,10.946867044428,15.588637919233,21.997471554993,30.898168782094,0.0,0.25,30
Baroda,1994-11-24,Baroda BNP Paribas Ultra Short Duration Fund Direct   Growth,551.3788,Debt,2018-06-01,0.26,Ultra Short Duration,1357.8031,5000,500,35.58562,0.6164001793,7.1174197006,11.340337405214,15.760005764708,23.408507643583,33.767901493761,0.0,0.0,0
Tata,1995-06-30,Tata Ultra Short Term Fund Direct   Growth,1682.32703908,Debt,2019-01-22,0.25,Ultra Short Duration,12.9002,5000,500,28.838,0.6067420995,6.93636341,11.208168972749,15.728298361598,23.786281838183,0.0,0.0,0.0,0
Tata,1995-06-30,Tata Treasury Advantage Direct Plan Growth,2883.77050046,Debt,2013-01-01,0.29,Low Duration,3503.9517,5000,500,103.304777,0.6032374845,6.7188341853,10.55067426872,15.712491663554,25.71763630507,28.857865533607,94.720415302922,0.0,0
BARODABNPPARIBASMUTUALFUND_MF,2004-04-15,Baroda BNP Paribas Dynamic Bond Plan Direct Growth,147.594,Debt,2013-01-02,0.71,Dynamic Bond,43.3543,5000,500,126.341842,0.3824485023,9.0573815764,12.002279272798,15.7822491011,27.27525768967,38.46386780695,114.76747980342,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Money Market Direct Growth,13593.15144595,Debt,2013-01-01,0.21,Money Market,332.8592,500,100,109.156594,0.6238317156,7.0970421285,11.180707368826,15.699666899871,24.518613943797,35.033282392139,99.48898420382,0.0,0
DHFL_PRAMERICA,2010-05-13,PGIM India Money Market Fund Direct   Growth,268.4104,Debt,2020-03-06,0.16,Money Market,1188.8731,5000,1000,18.73572,0.6278662793,7.1103387214,11.427491675248,15.687335570256,0.0,0.0,0.0,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Money Market Fund Direct Growth,17588.9714,Debt,2012-12-31,0.26,Money Market,3928.0008,100,100,108.411038,0.6169222352,7.007625741,11.227172563745,15.653520803009,23.867829794487,34.495298799251,99.104450004672,0.0,0
UTI,2002-11-14,UTI Floater Fund Direct   Growth,1531.9365,Debt,2018-10-30,0.35,Floater,1360.2862,500,500,35.85078,0.5943287635,6.9642668175,10.492371840767,15.627141930501,26.788330500794,0.0,0.0,0.0,0
Tata,1995-06-30,Tata Banking & PSU Debt Fund Direct   Growth,264.75365831,Debt,2019-10-10,0.25,Banking and PSU,12.7077,5000,500,26.948,0.5839427625,6.9612254183,10.03839919561,15.755591826313,0.0,0.0,0.0,0.0,0
DHFL_PRAMERICA,2010-05-13,PGIM India Arbitrage Fund Direct Growth,148.1067,Hybrid,2014-08-27,0.33,Arbitrage,17.0286,5000,1000,70.08,0.5712123183,6.4990200437,10.526247384359,15.450929282232,21.4631568423,29.418120667483,0.0,0.0,0
MIRAE_ASSET,2019-04-26,Mirae Asset Savings Fund Direct Plan Growth,577.33796993,Debt,2013-01-01,0.33,Low Duration,2123.5997,5000,1000,71.241273,0.6077488716,6.8094845977,10.616150982347,15.597923158205,24.517317703662,33.455967851052,94.203956286644,0.0,0
SBI,1987-06-29,SBI Magnum Low Duration Fund Direct Plan Growth,10333.1584,Debt,2013-01-01,0.38,Low Duration,3145.2138,5000,500,112.872368,0.6111289886,6.9829009718,10.800793525211,15.614994113163,25.809290947278,36.604277905103,104.27435538289,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Savings Fund Direct Growth,10559.4811,Debt,2012-12-31,0.36,Ultra Short Duration,39.0467,100,100,113.154744,0.6284568352,6.9073021461,11.04079743681,15.521159561135,24.378176110861,35.052789093025,104.51848782253,0.0,0
MIRAE_ASSET,2019-04-26,Mirae Asset Short Term Fund Direct   Growth,383.83102916,Debt,2018-03-16,0.32,Short Duration,14.2918,5000,1000,42.818,0.5831396577,6.9661541227,10.311428306608,15.60653402192,27.845959663775,40.456919188442,0.0,0.0,0
UTI,2002-11-14,UTI Corporate Bond Fund Direct   Growth,3223.7349,Debt,2018-08-08,0.27,Corporate Bond,14.3753,500,500,43.682,0.6000350079,6.8672879679,10.086808614969,15.590130568047,30.400689749058,0.0,0.0,0.0,0
IDFC,1999-12-20,Bandhan Banking & PSU Debt Fund Direct Growth,15077.0785,Debt,2013-03-07,0.32,Banking and PSU,21.9069,1000,100,118.958,0.5727776732,6.8264980533,10.023064051735,15.637262409624,30.830544933078,45.7097224995,113.63840374671,0.0,0
DHFL_PRAMERICA,2010-05-13,PGIM India Ultra Short Duration Direct Growth,386.9469,Debt,2013-01-01,0.27,Ultra Short Duration,31.0238,5000,1000,127.293203,0.6026835002,6.8177273323,10.940739600156,15.487298007567,27.463702228676,42.087569883004,117.28384671492,0.0,0
DSP,1996-12-16,DSP Government Securities Direct Plan Growth,586.9552,Debt,2013-01-01,0.54,Gilt,86.2862,100,100,129.601286,0.4718538811,8.0956318641,10.978678150659,15.422017637833,31.854465216283,52.947902800985,123.82449850796,0.0,0
Tata,1995-06-30,Tata Short Term Bond Direct Plan Growth,2290.91439349,Debt,2013-01-01,0.47,Short Duration,45.522,5000,500,115.013985,0.5603751155,7.1541254421,10.374082014765,15.499213237906,29.346460586974,33.803562293086,106.34416841609,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Bond Fund Direct Growth,1702.659,Debt,2013-01-01,0.64,Medium to Long Duration,73.1541,100,100,120.06037,0.6094884303,8.5339631548,11.140492711763,15.833155654529,30.38998858622,47.419211542442,115.44795454946,0.0,0
MAHINDRA,2016-02-04,Mahindra Manulife Ultra Short Duration Fund Direct   Growth,197.0438,Debt,2019-10-17,0.29,Ultra Short Duration,1223.3552,1000,500,22.16795,0.6189689994,6.9134717085,10.927620896292,15.402392422327,0.0,0.0,0.0,0.0,0
Sundaram,1996-02-26,Sundaram Ultra Short Duration Fund Direct Growth,1474.99724201,Debt,2013-01-01,0.18,Ultra Short Duration,2542.7237,1000,1000,97.444496,0.6117406141,6.9719876662,11.084290975363,15.40064910304,23.166442521661,25.893447118202,89.861098513718,0.0,0
LIC,1994-04-20,LIC MF Arbitrage Fund Direct   Growth,18.2806,Hybrid,2019-01-25,0.31,Arbitrage,12.5461,5000,1000,25.284,0.5675204893,6.6401096329,10.997510432263,15.078811037219,21.26526898581,0.0,0.0,0.25,30
DSP,1996-12-16,DSP Low Duration Fund Direct Growth,3437.8779,Debt,2015-03-10,0.3,Low Duration,17.773,100,100,77.509,0.6161363095,6.832092539,10.609912638177,15.403469079939,26.644692251164,36.55378792541,0.0,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Retirement Fund   The 50s Plan Direct   Growth,27.3266,Solution Oriented,2019-03-11,0.62,Retirement,13.1182,1000,500,31.488,2.86966046,11.148868545,11.614009473201,15.702682963314,27.068555635014,0.0,0.0,0.0,0
DHFL_PRAMERICA,2010-05-13,PGIM India Banking & PSU Debt Fund Direct  Growth,47.1176,Debt,2013-03-11,0.25,Banking and PSU,22.1376,5000,1000,121.368,0.5167325069,6.3706693576,9.819174004712,15.406431163198,29.111428654749,42.619317596124,117.00192134259,0.0,0
Edelweiss,2008-04-30,Edelweiss Banking and PSU Debt Fund Direct Growth,367.7614,Debt,2013-09-13,0.33,Banking and PSU,21.957,5000,100,119.527,0.4750811254,7.6571871337,10.691649480897,15.623897231161,32.973329860501,49.188906331763,0.0,0.0,0
Invesco,2006-07-24,Invesco India Treasury Advantage Fund Direct Growth,1190.6437,Debt,2013-01-01,0.32,Low Duration,3419.8507,1000,100,114.851788,0.5995882265,6.6755958816,10.331426013885,15.253523432661,25.703840860998,37.086116423798,106.40132883034,0.0,0
Axis,2009-09-04,Axis Banking & PSU Debt Direct Plan  Growth,14715.370202,Debt,2013-01-01,0.34,Banking and PSU,2348.0939,5000,1000,122.784269,0.6009196331,6.4115660519,9.955942632121,15.365022232267,28.880649317978,42.613047050209,114.70239585957,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Income Fund Direct Growth,1834.82100621,Debt,2013-01-01,0.49,Medium to Long Duration,116.5473,1000,1000,124.634024,0.4625095082,7.5540832297,10.395886363829,15.504304385203,30.167390122676,47.688072093247,116.90634904102,0.0,0
Invesco,2006-07-24,Invesco India Ultra Short Term Fund Direct Growth,710.886,Debt,2013-01-01,0.24,Ultra Short Duration,2498.1665,1000,1000,111.432585,0.6061402486,6.8456013769,10.899995644099,15.176409154868,23.469572417784,34.084770853948,107.32279446633,0.0,0
SBI,1987-06-29,SBI Short Term Debt Fund Direct Growth,13264.6883,Debt,2013-01-01,0.34,Short Duration,29.2689,5000,500,121.347022,0.6117985295,7.03581751,10.352904788128,15.253643028509,28.73461557078,40.915834192299,113.92918775045,0.0,0
DSP,1996-12-16,DSP Ultra Short Fund Direct Plan Growth,2472.6827,Debt,2013-01-01,0.3,Ultra Short Duration,3206.5402,100,100,105.27996,0.6005274545,6.8432358997,10.859590634131,15.121035818278,23.079561343061,31.005068412419,96.694148728201,0.0,0
Taurus,1993-08-20,Taurus Liquid Fund Super Institutional Direct Growth,13.6431,Debt,2013-01-01,0.46,Liquid,1990.1202,5000,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,6
Sundaram,1996-02-26,Sundaram Corporate Bond Fund Direct Growth,891.99833983,Debt,2013-05-13,0.28,Corporate Bond,35.72,5000,250,110.013934,0.6091996755,6.2791195844,9.33021968941,15.202205882352,30.205102223064,44.288351314561,122.54417005158,0.0,0
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Money Market Fund Direct Growth,1291.51717696,Debt,2013-01-01,0.09,Money Market,44.9031,10000,500,113.886053,0.6055697157,6.9363955069,10.832214864634,15.093777833676,24.150676966525,35.137700945733,105.11278126701,0.0,0
DSP,1996-12-16,DSP Short Term Direct Plan Growth,3057.9562,Debt,2013-01-01,0.3,Short Duration,43.4627,100,100,121.905817,0.5642499734,6.8357617392,9.777547591677,15.192984223516,28.411042056392,40.60595862551,115.53586841139,0.0,0
